node_1,node_2,chunk_id,count,edge
2005 and 2021,56 articles,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
2005 and 2021,policy research,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
"234,000 patients",for-profit private health sector,"27a68d31c4794bc3b8d90fe60c5713d7,27a68d31c4794bc3b8d90fe60c5713d7,27a68d31c4794bc3b8d90fe60c5713d7",3,contextual proximity
3.84% of gdp,government of india,"87cd3df3e61444faa77c4869b97c5e84,87cd3df3e61444faa77c4869b97c5e84",2,contextual proximity
37% health insurance coverage,for-profit private health sector,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
37% health insurance coverage,government-funded health sector,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
37% health insurance coverage,india,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
37% health insurance coverage,individual informal provider clinics,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",3,contextual proximity
37% health insurance coverage,narayana health,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
37% health insurance coverage,private health sector,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",4,contextual proximity
37% health insurance coverage,world-class health facilities,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",active health workers density,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",india,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",3,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",national medical council,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",paucity of skilled personnel,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",policy recommendations,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",private health sector,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",3,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",read approach,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
"44.5 doctors, nurses, and midwives per 10,000 population",who threshold,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
5.0 doctors,active health workers density,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
5.0 doctors,india,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",3,contextual proximity
5.0 doctors,national medical council,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
5.0 doctors,paucity of skilled personnel,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
5.0 doctors,policy recommendations,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
5.0 doctors,private health sector,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",3,contextual proximity
5.0 doctors,read approach,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
5.0 doctors,who threshold,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
5.1% of the gdp,for-profit private health sector,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
5.1% of the gdp,government-funded health sector,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
5.1% of the gdp,india,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
5.1% of the gdp,individual informal provider clinics,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",3,contextual proximity
5.1% of the gdp,narayana health,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
5.1% of the gdp,private health sector,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",4,contextual proximity
5.1% of the gdp,world-class health facilities,"5f3ec768872e4818897d9b914ffc39cd,5f3ec768872e4818897d9b914ffc39cd",2,contextual proximity
56 articles,2005 and 2021,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
56 articles,analysis,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
56 articles,analyzing it to distill the findings,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
56 articles,corresponding authors' experiential knowledge,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
56 articles,extensive literature search,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
56 articles,extracting the data,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
56 articles,peer-reviewed journals,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
56 articles,policy research,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",9,contextual proximity
56 articles,readying one's materials,"e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b,e1ae5deff4694e36b6775ea32354687b",3,contextual proximity
6.0 nurses/midwives,active health workers density,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
6.0 nurses/midwives,india,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",3,contextual proximity
6.0 nurses/midwives,national medical council,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
6.0 nurses/midwives,paucity of skilled personnel,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
6.0 nurses/midwives,policy recommendations,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
6.0 nurses/midwives,private health sector,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",3,contextual proximity
6.0 nurses/midwives,read approach,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
6.0 nurses/midwives,who threshold,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",2,contextual proximity
access and financial protection,ayushman bharat,"e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c",6,contextual proximity
access and financial protection,doctors,"e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c",3,contextual proximity
access and financial protection,similar schemes,"e8bc82a478144f6a918456d7a9fc206c,e8bc82a478144f6a918456d7a9fc206c",2,contextual proximity
accredit health facilities,government,"944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738",2,contextual proximity
accredit health facilities,health insurance scheme for central government employees,"944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738",2,contextual proximity
accredit health facilities,healthcare infrastructure,"944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738",2,contextual proximity
accredit health facilities,private health sector,"944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738",4,contextual proximity
accredit health facilities,revised standards,"944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738",6,contextual proximity
accredit health facilities,state-of-the-art corporate hospitals,"944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738",2,contextual proximity
accredit health facilities,state-of-the-art hospitals,"944fff1782f243e0b846d960a232e738,944fff1782f243e0b846d960a232e738",2,contextual proximity
accredited social health activists (asha),anm,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",5,contextual proximity
accredited social health activists (asha),asha,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",8,contextual proximity
accredited social health activists (asha),education,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
accredited social health activists (asha),employment status,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
accredited social health activists (asha),evaluation of ashas,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",3,contextual proximity
accredited social health activists (asha),female community health workers,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
accredited social health activists (asha),five approaches,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",6,contextual proximity
accredited social health activists (asha),nhm,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
accredited social health activists (asha),population coverage,"1e4c0a41bcce41e1a7be5a22e200fbca,1e4c0a41bcce41e1a7be5a22e200fbca",2,contextual proximity
accurate data,deeper structural problems,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
accurate data,india,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
accurate data,online training,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
accurate data,personnel retention and motivation,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
accurate data,two-year intermittent training initiative,"93d4b7b804f64bb6bbeee8d11827bf70,93d4b7b804f64bb6bbeee8d11827bf70",2,contextual proximity
achieving universal health coverage,issue of paucity of skilled personnel,"4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb",3,contextual proximity
achieving universal health coverage,paucity of skilled personnel,"4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb",3,contextual proximity
achieving universal health coverage,private sector,"4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb",3,contextual proximity
achieving universal health coverage,read approach,"4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb",2,contextual proximity
achieving universal health coverage,recommendations to address paucity of quality health personnel,"4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb,4a96acf10f6d46c4b0f606960f97fccb",4,contextual proximity
active health workers density,"44.5 doctors, nurses, and midwives per 10,000 population","922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,5.0 doctors,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,6.0 nurses/midwives,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,article,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,authors' experiential learning,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,booming medical tourism industry,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,doctors and nurses/midwives,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,federal health budget,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,health indicators,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,health workers density issue,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,healthcare,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,human resources,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,increase,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,increase in federal health budget,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,india,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",12,contextual proximity
active health workers density,india's health workers density,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,india's progress toward universal health coverage,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,india's sdgs,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,medical schools,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,national medical council,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",8,contextual proximity
active health workers density,newly minted,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,opportunity to address skilled personnel paucity,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,paucity of skilled personnel,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",8,contextual proximity
active health workers density,policy recommendations,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",8,contextual proximity
active health workers density,population of 1.3 billion,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,private health sector,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",12,contextual proximity
active health workers density,public health sector,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,read approach,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",8,contextual proximity
active health workers density,"skewed inter-state, urban-rural, and public-private sector divide","922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,skilled health workforce,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,sustainable development goals (sdgs),"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
active health workers density,urgent augmentation,"922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f,922b872d08ea41d8b15836911c75b40f",4,contextual proximity
